,Tracker ID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Capacity (MW),Year,Combustion technology,Status,Latitude,Longitude,Heat rate (Btu per kWh),Remaining plant lifetime (years),bws_score,coal_price,Predicted_HR_50.0,Predicted_HR_70.0,Predicted_HR_90.0
789,G105421,https://www.gem.wiki/Kagithapuram_Mill_power_station,India,Tamil Nadu,Unit 5,Kagithapuram Mill power station,40.0,2011.0,subcritical,operating,11.0528536,77.9958063,11313,29,2.62747459603886,3.9,13.450878273666607,13.052593333776208,13.058656834743015
793,G105425,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 1,Kahalgaon Super Thermal Power Plant,210.0,1992.0,subcritical,operating,25.2369032,87.2655952,12618,10,0.0005475297096481,1.87,13.253298906982383,13.139574220695337,12.913560261058937
794,G105426,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 2,Kahalgaon Super Thermal Power Plant,210.0,1994.0,subcritical,operating,25.2369032,87.2655952,12183,12,0.0005475297096481,1.87,13.247421369823218,13.10032194318699,12.874176148593449
795,G105427,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 3,Kahalgaon Super Thermal Power Plant,210.0,1995.0,subcritical,operating,25.2369032,87.2655952,12183,13,0.0005475297096481,1.87,13.15110627202814,13.001744122763974,12.771463517738049
796,G105428,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 4,Kahalgaon Super Thermal Power Plant,210.0,1996.0,subcritical,operating,25.2369032,87.2655952,12183,14,0.0005475297096481,1.87,13.16310715084223,12.979999124624912,12.722722759152914
797,G105429,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 5,Kahalgaon Super Thermal Power Plant,500.0,2008.0,subcritical,operating,25.2369032,87.2655952,9572,26,0.0005475297096481,1.87,11.535508195413414,11.497390768128277,11.425640290313952
798,G105430,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 6,Kahalgaon Super Thermal Power Plant,500.0,2009.0,subcritical,operating,25.2369032,87.2655952,9572,27,0.0005475297096481,1.87,11.5512123873336,11.513129330171633,11.450694103797014
799,G105431,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 7,Kahalgaon Super Thermal Power Plant,500.0,2010.0,subcritical,operating,25.2369032,87.2655952,9572,28,0.0005475297096481,1.87,11.553361628406158,11.515807512682507,11.444058312809963
802,G105458,https://www.gem.wiki/Kakatiya_Thermal_Power_Project,India,Telangana,Stage I,Kakatiya Thermal Power Project,500.0,2010.0,subcritical,operating,18.3831934,79.8271644,9572,28,4.98614960780197,2.04,11.602872015426193,11.533211252316221,11.365324416767903
803,G105459,https://www.gem.wiki/Kakatiya_Thermal_Power_Project,India,Telangana,Stage II,Kakatiya Thermal Power Project,600.0,2015.0,subcritical,operating,18.3831934,79.8271644,8702,33,4.98614960780197,2.04,11.162691628606158,10.969841046574084,10.794249337062734
804,G105476,https://www.gem.wiki/Kalinganagar_Maithan_power_station,India,Odisha,Unit 1,Kalinganagar Maithan power station,30.0,2007.0,subcritical,operating,20.85,86.333,11313,25,0.884587956050596,1.66,13.380496296170968,13.093725642556567,13.16866407895494
813,G105509,https://www.gem.wiki/Kamalanga_power_station,India,Odisha,Phase I Unit 1,Kamalanga power station,350.0,2013.0,subcritical,operating,20.8705765,85.2669793,9572,31,1.25523041845347,1.66,11.763366351964345,11.686835483492944,11.547261927109458
814,G105510,https://www.gem.wiki/Kamalanga_power_station,India,Odisha,Phase I Unit 2,Kamalanga power station,350.0,2013.0,subcritical,operating,20.8705765,85.2669793,9572,31,1.25523041845347,1.66,11.763366351964345,11.686835483492944,11.547261927109458
815,G105511,https://www.gem.wiki/Kamalanga_power_station,India,Odisha,Phase I Unit 3,Kamalanga power station,350.0,2014.0,subcritical,operating,20.8705765,85.2669793,9572,32,1.25523041845347,1.66,11.746653927150135,11.643848531785352,11.517436244601766
827,G112186,https://www.gem.wiki/Kariajhar_power_station,India,Madhya Pradesh,Unit 1,Kariajhar power station,60.0,2013.0,subcritical,operating,24.329275,81.3299101,10442,31,3.71304664842659,1.72,13.269917129810324,12.94329032795347,13.007212969236255
828,G112187,https://www.gem.wiki/Kariajhar_power_station,India,Madhya Pradesh,Unit 2,Kariajhar power station,60.0,2013.0,subcritical,operating,24.329275,81.3299101,10442,31,3.71304664842659,1.72,13.269917129810324,12.94329032795347,13.007212969236255
830,G105605,https://www.gem.wiki/Kasaipalli_power_station,India,Chhattisgarh,Unit 1,Kasaipalli power station,135.0,2011.0,subcritical,operating,22.38895,82.5549,11313,29,2.7491501281515,1.59,13.064090819763573,12.71184910654699,12.681602803700079
831,G105606,https://www.gem.wiki/Kasaipalli_power_station,India,Chhattisgarh,Unit 2,Kasaipalli power station,135.0,2012.0,subcritical,operating,22.38895,82.5549,11313,30,2.7491501281515,1.59,13.046035923159955,12.694134360544835,12.706272799126703
834,G105615,https://www.gem.wiki/Katghora_power_station,India,Chhattisgarh,Unit 1,Katghora power station,35.0,2012.0,subcritical,operating,22.489779,82.6061797,11313,30,2.7491501281515,1.59,13.288365890505691,12.97376265413816,13.046060547610276
847,G105698,https://www.gem.wiki/Khamberkhera_IPP_power_station,India,Uttar Pradesh,Unit 1,Khamberkhera IPP power station,45.0,2011.0,subcritical,operating,27.9,80.8,11313,29,4.3960358646564,2.04,13.326391706113782,12.992367661714201,12.995310485327462
848,G105699,https://www.gem.wiki/Khamberkhera_IPP_power_station,India,Uttar Pradesh,Unit 2,Khamberkhera IPP power station,45.0,2012.0,subcritical,operating,27.9,80.8,11313,30,4.3960358646564,2.04,13.308320695621944,12.9786602872048,13.027160336950795
854,G105709,https://www.gem.wiki/Khaperkheda_power_station,India,Maharashtra,Unit 1,Khaperkheda power station,210.0,1989.0,subcritical,operating,21.2818,79.116,12618,7,2.92075089973715,2.38,13.440813470407672,13.207206010951287,12.922433812426387
855,G105710,https://www.gem.wiki/Khaperkheda_power_station,India,Maharashtra,Unit 2,Khaperkheda power station,210.0,1990.0,subcritical,operating,21.2818,79.116,12618,8,2.92075089973715,2.38,13.450010898672137,13.21647821058263,12.926018346785392
856,G105711,https://www.gem.wiki/Khaperkheda_power_station,India,Maharashtra,Unit 3,Khaperkheda power station,210.0,2000.0,subcritical,operating,21.2818,79.116,12183,18,2.92075089973715,2.38,13.143429226444985,12.862748040178548,12.575979979567746
857,G105712,https://www.gem.wiki/Khaperkheda_power_station,India,Maharashtra,Unit 4,Khaperkheda power station,210.0,2001.0,subcritical,operating,21.2818,79.116,12183,19,2.92075089973715,2.38,13.107552125654477,12.811071542802303,12.573745431929291
858,G105713,https://www.gem.wiki/Khaperkheda_power_station,India,Maharashtra,Unit 5,Khaperkheda power station,500.0,2011.0,subcritical,operating,21.2818,79.116,9572,29,2.92075089973715,2.38,11.60155054704872,11.635026833011459,11.471843366693756
859,G105714,https://www.gem.wiki/Kharagprasad_power_station,India,Odisha,Unit 1,Kharagprasad power station,30.0,2006.0,subcritical,operating,20.809441,85.288621,11313,24,1.25523041845347,1.66,13.422952166780249,13.138541438159642,13.243266681638975
860,G105715,https://www.gem.wiki/Kharagprasad_power_station,India,Odisha,Unit 2,Kharagprasad power station,64.0,2013.0,subcritical,operating,20.809441,85.288621,10442,31,1.25523041845347,1.66,13.243115847838347,12.92787392703595,12.98591771917186
863,G105724,https://www.gem.wiki/Khopoli_Works_power_station,India,Maharashtra,Unit 1,Khopoli Works power station,30.0,2011.0,subcritical,operating,18.64,72.88,11313,29,1.56412964564514,2.38,13.337928444128693,13.047239412286583,13.072385680255497
864,G105725,https://www.gem.wiki/Khopoli_Works_power_station,India,Maharashtra,Unit 2,Khopoli Works power station,30.0,2011.0,subcritical,operating,18.64,72.88,11313,29,1.56412964564514,2.38,13.337928444128693,13.047239412286583,13.072385680255497
877,G105800,https://www.gem.wiki/Koderma_Thermal_Power_Station,India,Jharkhand,Unit 1,Koderma Thermal Power Station,500.0,2011.0,subcritical,operating,24.3915342,85.5618989,9572,29,0.544601556258168,1.59,11.36790928317306,11.296333012270441,11.186683128714813
878,G105801,https://www.gem.wiki/Koderma_Thermal_Power_Station,India,Jharkhand,Unit 2,Koderma Thermal Power Station,500.0,2013.0,subcritical,operating,24.3915342,85.5618989,8702,31,0.544601556258168,1.59,11.370049212335717,11.29838214864524,11.151279517205632
881,G105813,https://www.gem.wiki/Kolaghat_Thermal_Power_Station,India,West Bengal,Unit 3,Kolaghat Thermal Power Station,210.0,1984.0,subcritical,operating,22.416565,87.8709841,12618,2,1.32602825539792,1.99,13.502119340101247,13.268746413583992,12.9762281206067
882,G105814,https://www.gem.wiki/Kolaghat_Thermal_Power_Station,India,West Bengal,Unit 4,Kolaghat Thermal Power Station,210.0,1995.0,subcritical,operating,22.416565,87.8709841,12183,13,1.32602825539792,1.99,13.256337533597623,13.032317354762226,12.738719526356975
883,G105815,https://www.gem.wiki/Kolaghat_Thermal_Power_Station,India,West Bengal,Unit 5,Kolaghat Thermal Power Station,210.0,1991.0,subcritical,operating,22.416565,87.8709841,12618,9,1.32602825539792,1.99,13.420915750886863,13.193848397263341,12.91046956737473
884,G105816,https://www.gem.wiki/Kolaghat_Thermal_Power_Station,India,West Bengal,Unit 6,Kolaghat Thermal Power Station,210.0,1994.0,subcritical,operating,22.416565,87.8709841,12183,12,1.32602825539792,1.99,13.351782690689618,13.132024112338959,12.851021340815636
897,G105857,https://www.gem.wiki/Koradi_Thermal_Power_Station,India,Maharashtra,Unit 6,Koradi Thermal Power Station,210.0,1982.0,subcritical,operating,21.2420685,79.0949659,12618,5,2.92075089973715,2.38,13.440813470407672,13.207206129409245,12.922433812426387
904,G105864,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),India,Chhattisgarh,Unit 1,Korba Super Thermal Power Station (NTPC),200.0,1983.0,subcritical,operating,22.3874221,82.6818961,12618,1,2.7491501281515,1.59,13.599474504357062,13.354188884861571,13.03491751548317
905,G105865,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),India,Chhattisgarh,Unit 2,Korba Super Thermal Power Station (NTPC),200.0,1983.0,subcritical,operating,22.3874221,82.6818961,12618,1,2.7491501281515,1.59,13.599474504357062,13.354188884861571,13.03491751548317
906,G105866,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),India,Chhattisgarh,Unit 3,Korba Super Thermal Power Station (NTPC),200.0,1984.0,subcritical,operating,22.3874221,82.6818961,12618,2,2.7491501281515,1.59,13.541699811758715,13.296543462328948,13.02618705395455
907,G105867,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),India,Chhattisgarh,Unit 4,Korba Super Thermal Power Station (NTPC),500.0,1987.0,subcritical,operating,22.3874221,82.6818961,10878,5,2.7491501281515,1.59,12.539474675600188,12.354511435577619,12.217099465411529
908,G105868,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),India,Chhattisgarh,Unit 5,Korba Super Thermal Power Station (NTPC),500.0,1988.0,subcritical,operating,22.3874221,82.6818961,10878,6,2.7491501281515,1.59,12.539474675600188,12.35451131711966,12.217099465411529
909,G105869,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),India,Chhattisgarh,Unit 6,Korba Super Thermal Power Station (NTPC),500.0,1989.0,subcritical,operating,22.3874221,82.6818961,10878,7,2.7491501281515,1.59,12.539474675600188,12.35451131711966,12.217099465411529
910,G105870,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),India,Chhattisgarh,Unit 7,Korba Super Thermal Power Station (NTPC),500.0,2010.0,subcritical,operating,22.3881,82.6858,9572,28,2.7491501281515,1.59,11.515355811339834,11.459774346871278,11.366517581118119
917,G105891,https://www.gem.wiki/Kota_Complex_power_station,India,Rajasthan,Unit A,Kota Complex power station,85.0,,subcritical,operating,25.128632,75.8835213,12183,20,5.0,2.8,13.575139665726148,13.356203845477308,13.264106474076584
918,G105892,https://www.gem.wiki/Kota_Complex_power_station,India,Rajasthan,Unit B,Kota Complex power station,40.0,2005.0,subcritical,operating,25.128632,75.8835213,11313,23,5.0,2.8,13.496178932208387,13.29459697540198,13.277460205293977
919,G105893,https://www.gem.wiki/Kota_power_station,India,Rajasthan,Unit 1,Kota power station,110.0,1983.0,subcritical,operating,25.1710137,75.8169757,12618,1,5.0,2.8,13.872579206227947,13.667574671639613,13.423878980384016
920,G105894,https://www.gem.wiki/Kota_power_station,India,Rajasthan,Unit 2,Kota power station,110.0,1983.0,subcritical,operating,25.1710137,75.8169757,12618,1,5.0,2.8,13.872579206227947,13.667574671639613,13.423878980384016
921,G105895,https://www.gem.wiki/Kota_power_station,India,Rajasthan,Unit 3,Kota power station,210.0,1988.0,subcritical,operating,25.1710137,75.8169757,12618,6,5.0,2.8,13.41076421184123,13.171783073456393,12.886157621742282
922,G105896,https://www.gem.wiki/Kota_power_station,India,Rajasthan,Unit 4,Kota power station,210.0,1989.0,subcritical,operating,25.1710137,75.8169757,12618,7,5.0,2.8,13.41076421184123,13.171783073456393,12.886157621742282
923,G105897,https://www.gem.wiki/Kota_power_station,India,Rajasthan,Unit 5,Kota power station,210.0,1997.0,subcritical,operating,25.1710137,75.8169757,12183,15,5.0,2.8,13.271464277880687,13.012128399975298,12.713294337681063
924,G105898,https://www.gem.wiki/Kota_power_station,India,Rajasthan,Unit 6,Kota power station,195.0,2004.0,subcritical,operating,25.1710137,75.8169757,11313,22,5.0,2.8,13.060562769449684,12.805391851629517,12.703886988423017
925,G105899,https://www.gem.wiki/Kota_power_station,India,Rajasthan,Unit 7,Kota power station,195.0,2009.0,subcritical,operating,25.1710137,75.8169757,11313,27,5.0,2.8,12.94436724674459,12.616326181431683,12.476901982077274
928,G105902,https://www.gem.wiki/Kothagudem_Thermal_Power_Station,India,Telangana,Unit 10,Kothagudem Thermal Power Station,250.0,1998.0,subcritical,operating,17.6219,80.69355,12183,16,0.216344043831204,2.04,12.705443592688134,12.284331367943992,12.09991278128606
938,G105912,https://www.gem.wiki/Kothagudem_Thermal_Power_Station,India,Telangana,Unit 9,Kothagudem Thermal Power Station,250.0,1997.0,subcritical,operating,17.6219,80.69355,12183,15,0.216344043831204,2.04,12.728000951992442,12.319175815149983,12.147754663627536
957,G106019,https://www.gem.wiki/Kundarki_Ipp_power_station,India,Uttar Pradesh,Unit 1,Kundarki Ipp power station,45.0,2012.0,subcritical,operating,27.03,82.23,11313,30,4.3960358646564,2.04,13.308320695621944,12.9786602872048,13.027160336950795
958,G106020,https://www.gem.wiki/Kundarki_Ipp_power_station,India,Uttar Pradesh,Unit 2,Kundarki Ipp power station,45.0,2012.0,subcritical,operating,27.03,82.23,11313,30,4.3960358646564,2.04,13.308320695621944,12.9786602872048,13.027160336950795
961,G106048,https://www.gem.wiki/Kutch_GSECL_power_station,India,Gujarat,Unit 3,Kutch GSECL power station,75.0,1997.0,subcritical,operating,23.6639344,68.7841278,12183,15,4.67631704483643,3.7,13.696060452287435,13.518390743053748,13.34039017969156
962,G106049,https://www.gem.wiki/Kutch_GSECL_power_station,India,Gujarat,Unit 4,Kutch GSECL power station,75.0,2009.0,subcritical,operating,23.6639344,68.7841278,11313,27,4.67631704483643,3.7,13.386186963474056,13.094515740779752,13.133015052612365
963,G106050,https://www.gem.wiki/Kutch_Welspun_power_station,India,Gujarat,Unit 1,Kutch Welspun power station,43.0,2007.0,subcritical,operating,23.1175,70.0822,11313,25,4.67631704483643,3.7,13.428423801386003,13.143671564018693,13.203037832341202
964,G115399,https://www.gem.wiki/Kutch_Welspun_power_station,India,Gujarat,Unit 2,Kutch Welspun power station,80.0,2012.0,subcritical,operating,23.1175,70.0822,11313,30,4.67631704483643,3.7,13.374565139600598,13.063212047552895,13.149324367659622
969,G106131,https://www.gem.wiki/Lal_Kuan_Mill_power_station,India,Uttarakhand,Unit 4,Lal Kuan Mill power station,43.0,2011.0,subcritical,operating,29.0623781,79.5216608,11313,29,5.0,3.77,13.35027480522534,13.027409379864679,13.034208702748547
976,G106145,https://www.gem.wiki/Lanco_Amarkantak_Thermal_Power_Project,India,Chhattisgarh,Unit 1,Lanco Amarkantak Thermal Power Project,300.0,2009.0,subcritical,operating,22.2454,82.7246,10442,27,2.7491501281515,1.59,12.261355821091513,12.028887276463415,11.970709508957382
977,G106146,https://www.gem.wiki/Lanco_Amarkantak_Thermal_Power_Project,India,Chhattisgarh,Unit 2,Lanco Amarkantak Thermal Power Project,300.0,2010.0,subcritical,operating,22.2454,82.7246,10442,28,2.7491501281515,1.59,12.24947894679462,12.020969189623832,11.954840280346769
980,G106149,https://www.gem.wiki/Lanjigarh_Refinery_power_station,India,Odisha,Unit 1,Lanjigarh Refinery power station,30.0,2008.0,subcritical,operating,19.7118632,83.3977849,11313,26,3.30397085979705,1.66,13.302148018295945,13.011311472921413,13.059208046568095
981,G106150,https://www.gem.wiki/Lanjigarh_Refinery_power_station,India,Odisha,Unit 2,Lanjigarh Refinery power station,30.0,2008.0,subcritical,operating,19.7118632,83.3977849,11313,26,3.30397085979705,1.66,13.302148018295945,13.011311472921413,13.059208046568095
982,G106151,https://www.gem.wiki/Lanjigarh_Refinery_power_station,India,Odisha,Unit 3,Lanjigarh Refinery power station,30.0,2008.0,subcritical,operating,19.7118632,83.3977849,11313,26,3.30397085979705,1.66,13.302148018295945,13.011311472921413,13.059208046568095
996,G106563,https://www.gem.wiki/Mahadev_Prasad_Super_Thermal_Power_Plant,India,Jharkhand,Stage I,Mahadev Prasad Super Thermal Power Plant,270.0,2012.0,subcritical,operating,22.836504,86.061294,11313,30,1.6566781298105,1.59,12.259639684171441,12.030657131589555,11.949549756178028
997,G106564,https://www.gem.wiki/Mahadev_Prasad_Super_Thermal_Power_Plant,India,Jharkhand,Stage II,Mahadev Prasad Super Thermal Power Plant,270.0,2013.0,subcritical,operating,22.836504,86.061294,10442,31,1.6566781298105,1.59,12.25132046632151,12.03029603697732,11.909314841509817
999,G106566,https://www.gem.wiki/Mahan_Aluminium_power_station,India,Madhya Pradesh,Unit 1,Mahan Aluminium power station,150.0,2013.0,subcritical,operating,24.220902,82.437197,10442,31,3.71304664842659,1.72,13.058646689096761,12.701884184601829,12.66027345653938
